Origem;Nome;Código IF / CETIP;ISIN;Status;Taxa / Remuneração;Emissão;Série;Data Emissão;Data Vencimento;Volume (R$);Devedor / Cedente;Lastro;Agente Fiduciário;Tipo / Oferta
"HabitaSec";"Bonelli Jaboh";"24J4614247";"BRHBSCCRIBT3";"Ativo";"IPCA + 10% a.a.";"527";"";"";"";"";"Bonelli Jaboh";"";"";"CRI"
"HabitaSec";"Pernambuco V";"24J4849357";"BRHBSCCRIBX5";"Ativo";"CDI + 5% a.a.";"526";"";"";"";"";"Pernambuco V";"";"";"CRI"
"HabitaSec";"Habitasul";"24J5055187";"BRHBSCCRIBY3";"Ativo";"IPCA + 11.9% a.a.";"531";"";"";"";"";"Habitasul";"";"";"CRI"
"HabitaSec";"CRA Cultura";"CRA02400ASZ";"BRHBSCCRA046";"Ativo";"CDI + 1% a.a.";"534";"";"";"";"";"CRA Cultura";"";"";"CRI"
"HabitaSec";"CRA Cultura";"CRA02400ASY";"BRHBSCCRA038";"Ativo";"CDI + 5.5% a.a.";"533";"";"";"";"";"CRA Cultura";"";"";"CRI"
"HabitaSec";"Kreich Ocean";"24K1659470";"BRHBSCCRIBZ0";"Ativo";"IPCA + 10% a.a.";"532";"";"";"";"";"Kreich Ocean";"";"";"CRI"
"HabitaSec";"Uniq";"24K3207575";"BRHBSCCRIC33";"Ativo";"IPCA + 13.01% a.a.";"543";"";"";"";"";"Uniq";"";"";"CRI"
"HabitaSec";"Uniq";"24K3106577";"BRHBSCCRIC25";"Ativo";"IPCA + 13% a.a.";"542";"";"";"";"";"Uniq";"";"";"CRI"
"HabitaSec";"Uniq";"24K3051531";"BRHBSCCRIC17";"Ativo";"IPCA + 10.5% a.a.";"541";"";"";"";"";"Uniq";"";"";"CRI"
"HabitaSec";"Umã Apeninos";"24K2830257";"BRHBSCCRIC09";"Ativo";"CDI + 6% a.a.";"535";"";"";"";"";"Umã Apeninos";"";"";"CRI"
"HabitaSec";"Ditolvo Raízes";"24L2169426";"BRHBSCCRIC41";"Ativo";"IPCA + 11% a.a.";"536";"";"";"";"";"Ditolvo Raízes";"";"";"CRI"
"HabitaSec";"Salas";"24L2289535";"BRHBSCCRIC66";"Ativo";"CDI + 5.5% a.a.";"540";"";"";"";"";"Salas";"";"";"CRI"
"HabitaSec";"Salas";"24L2283691";"BRHBSCCRIC58";"Ativo";"IPCA + 13.29% a.a.";"539";"";"";"";"";"Salas";"";"";"CRI"
"HabitaSec";"Helbor XV";"24L2814870";"BRHBSCCRIC74";"Ativo";"CDI + 3% a.a.";"545";"";"";"";"";"Helbor XV";"";"";"CRI"
"HabitaSec";"QSJRN";"24L3363983";"BRHBSCCRIC90";"Ativo";"CDI + 11.99% a.a.";"538";"";"";"";"";"QSJRN";"";"";"CRI"
"HabitaSec";"QSJRN";"24L3363976";"BRHBSCCRIC82";"Ativo";"CDI + 12% a.a.";"537";"";"";"";"";"QSJRN";"";"";"CRI"
"HabitaSec";"Intecom";"25A2896965";"BRHBSCCRICB9";"Ativo";"IPCA + 8.8% a.a.";"548";"";"";"";"";"Intecom";"";"";"CRI"
"HabitaSec";"Intecom";"25A2889666";"BRHBSCCRICA1";"Ativo";"IPCA + 8.8% a.a.";"549";"";"";"";"";"Intecom";"";"";"CRI"
"HabitaSec";"Bonelli";"23H4498402";"BRHBSCCRICD5";"Ativo";"IPCA + 14.68% a.a.";"551";"";"";"";"";"Bonelli";"";"";"CRI"
"HabitaSec";"Nurban Ibirapuera";"25A4463547";"BRHBSCCRICC7";"Ativo";"CDI + 4.45% a.a.";"552";"";"";"";"";"Nurban Ibirapuera";"";"";"CRI"
"HabitaSec";"Cristais Log";"25C3750671";"BRHBSCCRICI4";"Ativo";"IPCA + 10.5% a.a.";"559";"";"";"";"";"Cristais Log";"";"";"CRI"
"HabitaSec";"Cristais Log";"25C3750670";"BRHBSCCRICH6";"Ativo";"IPCA + 10.5% a.a.";"558";"";"";"";"";"Cristais Log";"";"";"CRI"
"HabitaSec";"Cristais Log";"25C3750605";"BRHBSCCRICG8";"Ativo";"IPCA + 10.5% a.a.";"557";"";"";"";"";"Cristais Log";"";"";"CRI"
"HabitaSec";"Cristais Log";"25C3746712";"BRHBSCCRICF0";"Ativo";"IPCA + 10.5% a.a.";"556";"";"";"";"";"Cristais Log";"";"";"CRI"
"HabitaSec";"Helbor XVI";"25C3846858";"BRHBSCCRICE3";"Ativo";"CDI + 3% a.a.";"555";"";"";"";"";"Helbor XVI";"";"";"CRI"
"HabitaSec";"Realiza 2025";"25C5641737";"BRHBSCCRICJ2";"Ativo";"IPCA + 10.5% a.a.";"560";"";"";"";"";"Realiza 2025";"";"";"CRI"
"HabitaSec";"Abecker Guimbala";"25D1415700";"BRHBSCCRICM6";"Ativo";"IPCA + 14% a.a.";"561";"";"";"";"";"Abecker Guimbala";"";"";"CRI"
"HabitaSec";"Abecker Duvoisin";"25E3131393";"BRHBSCCRICN4";"Ativo";"IPCA + 14% a.a.";"567";"";"";"";"";"Abecker Duvoisin";"";"";"CRI"
"HabitaSec";"Basesul";"24B1418674";"BRHBSCCRIAW9";"Ativo";"IPCA + 12% a.a.";"479";"";"";"";"";"Basesul";"";"";"CRI"
"HabitaSec";"Realiza 2025";"25E2783735";"BRHBSCCRICK0";"Ativo";"IPCA + 10% a.a.";"569";"";"";"";"";"Realiza 2025";"";"";"CRI"
"HabitaSec";"Realiza 2025";"25E2773908";"BRHBSCCRICL8";"Ativo";"IPCA + 9.5% a.a.";"568";"";"";"";"";"Realiza 2025";"";"";"CRI"
"HabitaSec";"Abecker Kasulke";"25F7201183";"BRHBSCCRICO2";"Ativo";"IPCA + 14% a.a.";"573";"";"";"";"";"Abecker Kasulke";"";"";"CRI"
"HabitaSec";"Realiza V (Goiânia)";"24F2010431";"BRHBSCCRIBK2";"Ativo";"CDI + 5.0001% a.a.";"511";"";"";"";"";"Realiza V (Goiânia)";"";"";"CRI"
"HabitaSec";"Poehma";"25F8288064";"BRHBSCCRICP9";"Ativo";"IPCA + 17.01% a.a.";"570";"";"";"";"";"Poehma";"";"";"CRI"
"HabitaSec";"Triplice";"25G2885888";"BRHBSCCRICQ7";"Ativo";"CDI + 4.85% a.a.";"571";"";"";"";"";"Triplice";"";"";"CRI"
"HabitaSec";"Triplice";"25G2900015";"BRHBSCCRICR5";"Ativo";"CDI + 4.86% a.a.";"572";"";"";"";"";"Triplice";"";"";"CRI"
"HabitaSec";"Poehma";"25H3263353";"BRHBSCCRICS3";"Ativo";"IPCA + 17.011% a.a.";"590";"";"";"";"";"Poehma";"";"";"CRI"
"HabitaSec";"VCA KAHAKAI";"25H4846072";"BRHBSCCRICU9";"Ativo";"IPCA + 10% a.a.";"593";"";"";"";"";"VCA KAHAKAI";"";"";"CRI"
"HabitaSec";"VCA KAHAKAI";"25H4845788";"BRHBSCCRICT1";"Ativo";"IPCA + 9.5% a.a.";"592";"";"";"";"";"VCA KAHAKAI";"";"";"CRI"
"HabitaSec";"Pulverizado Lançamentos Residenciais";"25H5089180";"BRHBSCCRICZ8";"Ativo";"IPCA + 10.5% a.a.";"591";"";"";"";"";"Pulverizado Lançamentos Residenciais";"";"";"CRI"
"HabitaSec";"Montrecom Vila Mariana";"25I0175369";"BRHBSCCRID08";"Ativo";"CDI + 4% a.a.";"598";"";"";"";"";"Montrecom Vila Mariana";"";"";"CRI"
"HabitaSec";"VCA KAHAKAI";"25J0017002";"BRHBSCCRICY1";"Ativo";"IPCA + 10.0002% a.a.";"597";"";"";"";"";"VCA KAHAKAI";"";"";"CRI"
"HabitaSec";"VCA KAHAKAI";"25J0017001";"BRHBSCCRICX3";"Ativo";"IPCA + 9.5002% a.a.";"596";"";"";"";"";"VCA KAHAKAI";"";"";"CRI"
"HabitaSec";"VCA KAHAKAI";"25I0014461";"BRHBSCCRICW5";"Ativo";"IPCA + 10.0001% a.a.";"595";"";"";"";"";"VCA KAHAKAI";"";"";"CRI"
"HabitaSec";"VCA KAHAKAI";"25I0014441";"BRHBSCCRICV7";"Ativo";"IPCA + 9.5001% a.a.";"594";"";"";"";"";"VCA KAHAKAI";"";"";"CRI"
